filename,timestamp,value,label
pool_5_050855ac-5_data_orp,2018-01-01T01:19:45+0100,809.082,0
pool_5_050855ac-5_data_orp,2018-01-01T02:40:02+0100,832.6289999999998,0
pool_5_050855ac-5_data_orp,2018-01-01T04:00:20+0100,820.435,0
pool_5_050855ac-5_data_orp,2018-01-01T05:20:38+0100,828.198,0
pool_5_050855ac-5_data_orp,2018-01-01T06:40:55+0100,835.5219999999998,0
pool_5_050855ac-5_data_orp,2018-01-01T08:01:14+0100,836.255,0
pool_5_050855ac-5_data_orp,2018-01-01T09:21:31+0100,835.4860000000001,0
pool_5_050855ac-5_data_orp,2018-01-01T10:41:49+0100,814.758,0
pool_5_050855ac-5_data_orp,2018-01-01T12:02:07+0100,819.812,0
pool_5_050855ac-5_data_orp,2018-01-01T13:22:25+0100,837.207,0
pool_5_050855ac-5_data_orp,2018-01-01T14:42:44+0100,836.365,0
pool_5_050855ac-5_data_orp,2018-01-01T16:03:00+0100,822.778,0
pool_5_050855ac-5_data_orp,2018-01-01T17:23:18+0100,806.0419999999998,0
pool_5_050855ac-5_data_orp,2018-01-01T18:43:36+0100,834.937,0
pool_5_050855ac-5_data_orp,2018-01-01T20:03:55+0100,827.612,0
pool_5_050855ac-5_data_orp,2018-01-01T21:24:12+0100,833.179,0
pool_5_050855ac-5_data_orp,2018-01-01T22:44:29+0100,833.398,0
pool_5_050855ac-5_data_orp,2018-01-02T00:04:46+0100,825.9639999999998,0
pool_5_050855ac-5_data_orp,2018-01-02T01:25:05+0100,825.635,0
pool_5_050855ac-5_data_orp,2018-01-02T02:45:22+0100,834.1310000000002,0
pool_5_050855ac-5_data_orp,2018-01-02T04:05:39+0100,834.2769999999998,0
pool_5_050855ac-5_data_orp,2018-01-02T05:25:58+0100,834.1669999999998,0
pool_5_050855ac-5_data_orp,2018-01-02T06:46:17+0100,832.812,0
pool_5_050855ac-5_data_orp,2018-01-02T08:06:34+0100,833.179,0
pool_5_050855ac-5_data_orp,2018-01-02T09:26:51+0100,831.238,0
pool_5_050855ac-5_data_orp,2018-01-02T10:47:07+0100,831.4580000000002,0
pool_5_050855ac-5_data_orp,2018-01-02T12:07:28+0100,824.316,0
pool_5_050855ac-5_data_orp,2018-01-02T13:27:45+0100,834.9,0
pool_5_050855ac-5_data_orp,2018-01-02T14:48:03+0100,830.5419999999998,0
pool_5_050855ac-5_data_orp,2018-01-02T16:08:20+0100,833.801,0
pool_5_050855ac-5_data_orp,2018-01-02T17:28:37+0100,832.922,0
pool_5_050855ac-5_data_orp,2018-01-02T18:48:55+0100,832.3,0
pool_5_050855ac-5_data_orp,2018-01-02T20:09:13+0100,835.303,0
pool_5_050855ac-5_data_orp,2018-01-02T21:29:31+0100,834.0939999999998,0
pool_5_050855ac-5_data_orp,2018-01-02T22:49:50+0100,832.922,0
pool_5_050855ac-5_data_orp,2018-01-03T00:10:07+0100,828.1619999999998,0
pool_5_050855ac-5_data_orp,2018-01-03T01:30:24+0100,826.77,0
pool_5_050855ac-5_data_orp,2018-01-03T02:50:44+0100,823.328,0
pool_5_050855ac-5_data_orp,2018-01-03T04:11:00+0100,827.063,0
pool_5_050855ac-5_data_orp,2018-01-03T05:31:17+0100,827.539,0
pool_5_050855ac-5_data_orp,2018-01-03T06:51:35+0100,831.4939999999998,0
pool_5_050855ac-5_data_orp,2018-01-03T08:11:55+0100,816.113,0
pool_5_050855ac-5_data_orp,2018-01-03T09:32:12+0100,828.528,0
pool_5_050855ac-5_data_orp,2018-01-03T10:52:30+0100,831.128,0
pool_5_050855ac-5_data_orp,2018-01-03T12:12:47+0100,831.3480000000002,0
pool_5_050855ac-5_data_orp,2018-01-03T13:33:05+0100,835.596,0
pool_5_050855ac-5_data_orp,2018-01-03T14:53:21+0100,834.46,0
pool_5_050855ac-5_data_orp,2018-01-03T15:34:11+0100,827.576,0
pool_5_050855ac-5_data_orp,2018-01-03T16:13:41+0100,821.826,0
pool_5_050855ac-5_data_orp,2018-01-03T16:47:58+0100,760.449,1
pool_5_050855ac-5_data_orp,2018-01-03T16:57:13+0100,756.8969999999998,1
pool_5_050855ac-5_data_orp,2018-01-03T17:02:21+0100,767.883,1
pool_5_050855ac-5_data_orp,2018-01-03T17:05:22+0100,766.711,1
